index,fungus,count
1633963F1628712,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Subulicystidium;s__Subulicystidium_sp;__,15.0
1633958F1628707,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Hormographiella;s__Hormographiella_verticillata;sh__SH1003996.10FU,6.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_georgiense;sh__SH0847923.10FU,8.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_georgiense;sh__SH0847923.10FU,4.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_fumigatus;sh__SH0869933.10FU,53.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_fumigatus;sh__SH0869933.10FU,16.0
1633959F1628708,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;__;__,16.0
1633961F1628710,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;__;__,25.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp;sh__SH0879001.10FU,21.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp;sh__SH0879001.10FU,17.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp;sh__SH0732113.10FU,6.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_columbinus;sh__SH0973354.10FU,6.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;__;__;__;__,398.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;__;__;__;__,736.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Chrysosporium;s__Chrysosporium_lobatum;sh__SH0737079.10FU,7.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Chrysosporium;s__Chrysosporium_lobatum;sh__SH0737089.10FU,7.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Arachniotus;s__Arachniotus_flavoluteus;sh__SH1649491.10FU,15.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Arachniotus;s__Arachniotus_flavoluteus;sh__SH1649491.10FU,8.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Thermomyces;s__Thermomyces_dupontii;sh__SH0886658.10FU,810.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Thermomyces;s__Thermomyces_dupontii;sh__SH0886658.10FU,483.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0974417.10FU,14.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Parathyridaria;s__Parathyridaria_clematidis;sh__SH1781453.10FU,17.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Parathyridaria;s__Parathyridaria_clematidis;sh__SH1781453.10FU,67.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Pseudopithomyces;__;__,75.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Pseudopithomyces;s__Pseudopithomyces_rosae;sh__SH0991327.10FU,42.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Pseudopithomyces;s__Pseudopithomyces_rosae;sh__SH0991327.10FU,200.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Roussoellaceae;g__Pseudoneoconiothyrium;s__Pseudoneoconiothyrium_rosae;sh__SH0927783.10FU,6.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleosporales_gen_Incertae_sedis;s__Pleosporales_sp;sh__SH0927813.10FU,12.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Parathyridaria;s__Parathyridaria_ramulicola;sh__SH0927815.10FU,43.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia_thysanolaenae;sh__SH0942153.10FU,25.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Fuscostagonosporaceae;g__Fuscostagonospora;s__Fuscostagonospora_banksiae;sh__SH1007010.10FU,15.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Kalmusia;s__Kalmusia_variispora;sh__SH0957444.10FU,28.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;__;__;__,451.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;__;__;__,2395.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma;__;__,6.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Hazslinszkyomyces;s__Hazslinszkyomyces_sp;sh__SH0740547.10FU,6.0
1633958F1628707,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta_graminicola;sh__SH1673158.10FU,231.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;__;__,10.0
1633957F1628706,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;__;__;__,15390.0
1633959F1628708,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;__;__;__,4.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;__;__;__,110.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;__;__;__,49.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Parastagonospora;s__Parastagonospora_novozelandica;sh__SH1021830.10FU,8.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Nigrogranaceae;g__Nigrograna;s__Nigrograna_cangshanensis;sh__SH1014826.10FU,15.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Nigrogranaceae;g__Nigrograna;s__Nigrograna_antibiotica;sh__SH0860883.10FU,28.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Nigrogranaceae;g__Nigrograna;s__Nigrograna_antibiotica;sh__SH0860883.10FU,44.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Muriformistrickeria;s__Muriformistrickeria_rosae;sh__SH0878577.10FU,11.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Muriformistrickeria;s__Muriformistrickeria_rosae;sh__SH0878577.10FU,9.0
1633957F1628706,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_eichhorniae;sh__SH0856386.10FU,17715.0
1633958F1628707,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_eichhorniae;sh__SH0856386.10FU,3854.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_eichhorniae;sh__SH0856386.10FU,10.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_eichhorniae;sh__SH0856386.10FU,8.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amorosiaceae;g__Angustimassarina;s__Angustimassarina_acerina;sh__SH0896300.10FU,3.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amorosiaceae;g__Angustimassarina;s__Angustimassarina_acerina;sh__SH0896300.10FU,28.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Magnibotryascoma;s__Magnibotryascoma_kunmingense;sh__SH0964072.10FU,10.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia;s__Scutellinia_sp;sh__SH0763350.10FU,1160.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia;s__Scutellinia_sp;sh__SH0763350.10FU,1086.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_fam_Incertae_sedis;g__Pezizales_gen_Incertae_sedis;s__Pezizales_sp;sh__SH0763344.10FU,137.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_fam_Incertae_sedis;g__Pezizales_gen_Incertae_sedis;s__Pezizales_sp;sh__SH0763344.10FU,25.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pseudombrophilaceae;g__Lasiobolidium;s__Lasiobolidium_spirale;sh__SH0763349.10FU,27.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pseudombrophilaceae;g__Lasiobolidium;s__Lasiobolidium_spirale;sh__SH0763349.10FU,6.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Parathyridariella;s__Parathyridariella_dematiacea;sh__SH1011896.10FU,51.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;__;__;__,9.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;__;__;__,39.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleosporales_gen_Incertae_sedis;s__Pleosporales_sp;sh__SH0962120.10FU,8.0
1633963F1628712,k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH1020513.10FU,2.0
1633964F1628713,k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH1020513.10FU,29.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_ruber;sh__SH0878052.10FU,85.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_ruber;sh__SH0878052.10FU,203.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_kluyveri;sh__SH0928534.10FU,11.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Saccharomycetales_gen_Incertae_sedis;s__Saccharomycetales_sp;sh__SH0980094.10FU,6.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_dimorpha;sh__SH1192463.10FU,118.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_dimorpha;sh__SH1192463.10FU,199.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp;sh__SH0845177.10FU,2220.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp;sh__SH0845177.10FU,1416.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Eremomycetaceae;g__Arthrographis;__;__,102.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Eremomycetaceae;g__Arthrographis;s__Arthrographis_kalrae;sh__SH0980300.10FU,34.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_catenatum;sh__SH0940537.10FU,6.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_catenatum;sh__SH0940537.10FU,17.0
1633959F1628708,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_brevicompactum;sh__SH0940505.10FU,26.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_brevicompactum;sh__SH0940505.10FU,712.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_brevicompactum;sh__SH0940505.10FU,2856.0
1633959F1628708,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0940643.10FU,14.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Blastobotrys;s__Blastobotrys_proliferans;sh__SH1014590.10FU,43.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_fimbriatum;sh__SH0907583.10FU,948.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_fimbriatum;sh__SH0907583.10FU,100.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_minicauda;sh__SH0907645.10FU,348.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_minicauda;sh__SH0907645.10FU,596.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Diutina;s__Diutina_rugosa;sh__SH0967364.10FU,139.0
1633958F1628707,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;__;__,33.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;__;__,39.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;__;__,33.0
1633957F1628706,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;__;__,43.0
1633958F1628707,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;__;__,854.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;__;__,17.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;__;__,34.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_spicifera;__,7.0
1633964F1628713,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pezizomycotina_gen_Incertae_sedis;s__Pezizomycotina_sp;sh__SH1002009.10FU,6.0
1633963F1628712,k__Fungi;p__Basidiomycota;c__Basidiomycota_cls_Incertae_sedis;o__Basidiomycota_ord_Incertae_sedis;f__Basidiomycota_fam_Incertae_sedis;g__Basidiomycota_gen_Incertae_sedis;s__Basidiomycota_sp;sh__SH1003618.10FU,7.0
1633964F1628713,k__Fungi;p__Basidiomycota;c__Basidiomycota_cls_Incertae_sedis;o__Basidiomycota_ord_Incertae_sedis;f__Basidiomycota_fam_Incertae_sedis;g__Basidiomycota_gen_Incertae_sedis;s__Basidiomycota_sp;sh__SH1003618.10FU,9.0
1633963F1628712,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_versicolor;sh__SH0929291.10FU,14.0
1633961F1628710,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;__;__,7.0
1633957F1628706,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus_arrhizus;sh__SH0980336.10FU,74096.0
1633958F1628707,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus_arrhizus;sh__SH0980336.10FU,64711.0
1633959F1628708,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus_arrhizus;sh__SH0980336.10FU,43616.0
1633960F1628709,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus_arrhizus;sh__SH0980336.10FU,31054.0
1633961F1628710,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus_arrhizus;sh__SH0980336.10FU,45326.0
1633962F1628711,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus_arrhizus;sh__SH0980336.10FU,28007.0
1633964F1628713,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus_arrhizus;sh__SH0980336.10FU,4.0
1633963F1628712,k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH0730428.10FU,9148.0
1633964F1628713,k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH0730428.10FU,4917.0
1633963F1628712,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp;sh__SH0729926.10FU,214.0
1633964F1628713,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp;sh__SH0729926.10FU,91.0
1633957F1628706,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae;g__Metschnikowia;__;__,3.0
1633958F1628707,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae;g__Metschnikowia;__;__,8.0
1633958F1628707,k__Fungi;p__Ascomycota;c__Lecanoromycetes;__;__;__;__;__,7.0
1633963F1628712,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;__;__;__;__,214.0
1633964F1628713,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;__;__;__;__,115.0
1633963F1628712,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipitaceae_gen_Incertae_sedis;s__Serendipitaceae_sp;__,108.0
1633964F1628713,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipitaceae_gen_Incertae_sedis;s__Serendipitaceae_sp;__,37.0
